Copies,Attack,Defence,Faction,Name,Traits,Action,Tags,Designer,CardNumber
1,2,2,Solar System,Earth,"<em>- Intelligent Life -</em><br>When you would draw your card for the turn, instead draw 2 and discard 1. ",,,Brendan Head,52-14
1,2,1,Solar System,Mars,<em>- God of War -</em><br><strong>On Recruit:</strong> Gains a +1/+1 counter and attacks this turn. <br><br><em>- Life? -</em><br><strong>End of Turn:</strong> Gain 1 HP.,,,Brendan Head,52-15
1,2,2,Solar System,Neptune,<em>- Discovery by Maths -</em><br><strong>On Recruit:</strong> Look at the top 3 cards of your deck and rearange them into any order. You may swap any number of them with cards in your hand.,,,Brendan Head,52-16
1,2,2,Solar System,Saturn,<em>-  Large Rings -</em><br>Deals 1 attack damage to both other Lanes.,,,Brendan Head,52-17
1,3,3,Solar System,Jupiter,"<em>- Red Storm -</em><br>When this attacks, opponent gains 1 damage counter which they can either place on any of their units or spend to lose 1 HP.",,,Brendan Head,52-18
1,6,6,Solar System,Milky Way,This unit counts as being in every Lane and must be damage after other units (<strong>On Recruit:</strong> No friendly Lanes will attack).,,,Brendan Head,52-19
3,0,2,Dice Jesters,Blank Dice,,,Starting,Brendan Head,53-1
1,0,0,Dice Jesters,Lane Marker A,"<strong>1-2:</strong> This Lane attacks this turn.
<strong>End of Turn:</strong> May swap this with a Lane Marker in a different Lane.",,"Lane Marker, Starting",Brendan Head,53-2
1,0,0,Dice Jesters,Lane Marker B,"<strong>3-4:</strong> This Lane attacks this turn.
<strong>End of Turn:</strong> May swap this with a Lane Marker in a different Lane.",,"Lane Marker, Starting",Brendan Head,53-3
1,0,0,Dice Jesters,Lane Marker C,"<strong>5-6:</strong> This Lane attacks this turn.
<strong>End of Turn:</strong> May swap this with a Lane Marker in a different Lane.",,"Lane Marker, Starting",Brendan Head,53-4
1,0,6,Dice Jesters,Dice Wall,May set dice to a specific value by dealing damage to this equal to value (excess goes to HP) ,,,Brendan Head,53-5
1,0,0,Dice Jesters,Dots to Counters,"<strong>On Recruit:</strong> Gains +1/+1 counters equal to the die roll. For every counter after the 3rd placed on this, lose 1 HP.",,,Brendan Head,53-6
1,1,2,Dice Jesters,Card Cutter,<strong>On Recruit:</strong> Enemy player looks at the top two cards of their deck. They must discard one of them and give the other to you.,,,Brendan Head,53-7
1,1,1,Dice Jesters,Dice Scaling,<strong>1-3:</strong> Gains a +1/+1 counter,,,Brendan Head,53-8
1,1,3,Dice Jesters,Half-Hearted Heal,<strong>1-3:</strong> Gain 1 HP,,,Brendan Head,53-9
1,1,3,Dice Jesters,Investment Market,Add a damage counter to this to increase dice roll by 1,,,Brendan Head,53-10
1,1,2,Dice Jesters,Shield of Unpredictable Protection,<strong>4-6:</strong> Negate 2 points of opponent's Attack Damage in the Attacking Lane this turn.,,,Brendan Head,53-11
1,1,3,Dice Jesters,Short Stocks,Add a damage counter to this to decrease dice roll by 1,,,Brendan Head,53-12
1,1,4,Dice Jesters,Tower of Rolls,Add a damage counter to reroll the dice.,,,Brendan Head,53-13
1,2,2,Dice Jesters,Dice Draft,"<strong>On Recruit:</strong> Roll another dice and use both dice results this turn, choosing between where applicable. ",,,Brendan Head,53-14
1,2,2,Dice Jesters,Even the Odds,"If the die roll is even, this gains a +1/+1 counter.",,,Brendan Head,53-15
1,2,2,Dice Jesters,Gambling Sword,<strong>4:</strong> Does double damage this turn,,,Brendan Head,53-16
1,2,1,Dice Jesters,Jester Volcano,<strong>6:</strong> Opponent loses 2 HP,,,Brendan Head,53-17
1,2,2,Dice Jesters,Uneven Odds,"If the die roll is odd, this gains a +1/+1 counter.",,,Brendan Head,53-18
1,3,1,Dice Jesters,Coin Slot Machine,<strong>On Recruit:</strong> Flip a coin instead of rolling a dice this turn.<br><strong>On Heads:</strong> The die result is set to any number you choose.<br><strong>On Tails:</strong> The die result is 0 for this turn.,,,Brendan Head,53-19
1,X,1,Dice Jesters,Random Crit,Has Attack Power equal to the dice roll.,,,Brendan Head,53-20
7,0,0,The Deckbuilding Dominion,Copper,1 Credit,,Starting,Brendan Head,54-1
1,0,0,The Deckbuilding Dominion,Assault,Deal 3 Attack Damage in this Lane,,2 Credits,Brendan Head,54-2
1,0,0,The Deckbuilding Dominion,Assemble,Place a Protective Deck in any Lane,,2 Credits,Brendan Head,54-3
1,0,0,The Deckbuilding Dominion,Cathedral,Trash a card ,,3 Credits,Brendan Head,54-4
1,0,0,The Deckbuilding Dominion,Cycle,Draw 2 Cards,,6 Credits,Brendan Head,54-5
1,0,0,The Deckbuilding Dominion,Debuff,Opponent units in this Lane Attack Last this turn.,,2 Credits,Brendan Head,54-6
1,0,0,The Deckbuilding Dominion,Drain,Opponent loses 1 HP,,3 Credits,Brendan Head,54-7
1,0,0,The Deckbuilding Dominion,Drawer,Draw 1 card,,2 Credits,Brendan Head,54-8
1,0,0,The Deckbuilding Dominion,Gold,3 Credits,,7 Credits,Brendan Head,54-9
1,0,0,The Deckbuilding Dominion,Heal,Heal 1 damage from any unit.,,1 Credit,Brendan Head,54-10
1,0,0,The Deckbuilding Dominion,Poke,Deal 1 Attack Damage in this Lane.,,1 Credit,Brendan Head,54-11
3,0,2,The Deckbuilding Dominion,Protective Deck,,,,Brendan Head,54-12
1,0,0,The Deckbuilding Dominion,Quicken,Units in a chosen Lane Attack First this turn and attack this turn,,3 Credits,Brendan Head,54-13
1,0,0,The Deckbuilding Dominion,Rally,All Lanes attack this turn.,,2 Credits,Brendan Head,54-14
1,0,0,The Deckbuilding Dominion,Restore,A unit in this Lane gains a +1/+1 counter,,1 Credit,Brendan Head,54-15
3,0,0,The Deckbuilding Dominion,Reward,<strong>When trashed:</strong> Gain 1 HP.,,,Brendan Head,54-16
2,0,0,The Deckbuilding Dominion,Silver,2 Credits,,4 Credits,Brendan Head,54-17
1,0,0,The Deckbuilding Dominion,Snipe,Deal 2 targeted damage in this Lane.,,5 Credits,Brendan Head,54-18
1,0,0,The Deckbuilding Dominion,Temple,Gain 1 HP,,1 Credit,Brendan Head,54-19
1,2,3,The Deckbuilding Dominion,Warrior,Place a 2/3 Warrior in this Lane.,,3 Credits,Brendan Head,54-20
3,0,2,Lucy,lil train,,,Starting,Brendan Head,55-1
1,0,0,Lucy,Maths Skills,"{action:Action}<br> Deal unlimited targeted damage among enemy units. For each targeted damage you deal, you must either lose 1 HP or place a damage counter on a friendly unit.",Action,,Brendan Head,55-2
1,0,1,Lucy,Til Death do us Blart,"<em>- Dark Side of the Mall -</em><br><strong>On Recruit:</strong> This gains +1/+1 counters equal to the number of times you have watched ""Paul Blart: Mall Cop 2"" this year. (Or three.)",,,Brendan Head,55-3
1,0,2,Lucy,Transport Planner,<strong>On Recruit:</strong> Gains two +1/+1 counters.<br><br><em>- Add Trains -</em><br><strong>Start of Combat:</strong> Remove a +1/+1 counter from this to cause a Lane that wouldn't Attack this turn to Attack this turn.,,,Brendan Head,55-4
1,1,2,Lucy,Allergy Card,<em>- Informational -</em><br>Your opponent must place their units first while this is alive.<br><br><em>- Reduced Risk of Death! -</em><br><strong>On Recruit:</strong> All incoming damage is reduced to 1 per Lane for this turn.,,,Brendan Head,55-5
1,1,2,Lucy,Balfour 10,<em>- Distribute Tea -</em><br><strong>On Recruit:</strong> Move up to 3 damage counfters from friendly units to enemy units (any Lanes).,,,Brendan Head,55-6
1,1,2,Lucy,Comic Con Cosplay,"<strong>On Recruit:</strong> This may copy the ""On Recruit"" effect of any unit (friendly or enemy).  Any time a friendly unit ability triggers, this may copy its ability.",,,Brendan Head,55-7
1,1,3,Lucy,Event Organiser,"<strong>On Recruit:</strong> Draw the top 3 cards of your deck. Keep 2, putting the rest on your deck or discard pile in any combination.",,,Brendan Head,55-8
1,1,3,Lucy,Funny Podcast,<em>- Funny Move -</em><br><strong>On Recruit:</strong> You may swap an opponent's unit with one of your own.,,,Brendan Head,55-9
1,1,1,Lucy,K-Pop Formation,<em>- Move Sync -</em><br><strong>On Recruit:</strong> All friendly units in this Lane (including this) gain a +1/+1 counter. You may then re-distribute counters (damage and +1/+1) among friendly units in this Lane.,,,Brendan Head,55-10
1,1,2,Lucy,Legumes et al.,"<em>- Secret Soy -</em><br><strong>End of Turn:</strong> Choose an enemy unit in this Lane to take 1 damage. If Lane is empty, opponent loses 1 HP instead.",,,Brendan Head,55-11
1,1,4,Lucy,Reaper,<em>- Shroud -</em><br><strong>On Recruit:</strong> Negate all incoming damage this turn for one Lane.<br><em>- Necromancer -</em><br><strong>On Recruit:</strong> You may swap any cards in your hand with ones from your discard pile.,,,Brendan Head,55-12
1,2,0,Lucy,Dance Class,"<em>- Epic Show -</em><br>{action:Action}<br> All Lanes attack this turn, with each Lane attacking with the total Attack Power of whichever Lane has the highest Attack Power.",Action,,Brendan Head,55-13
1,2,2,Lucy,Homestuck,<em>- Infinite Recursion -</em><br><strong>On Recruit:</strong> Gain 2 HP. You may choose to kill this unit.<br><strong>On Death:</strong> Gain two +1/+1 counters on any unit. You may choose to place this card on top of your deck. ,,,Brendan Head,55-14
1,2,2,Lucy,Knowledge Podcast,<em>- Knowledge Sharing -</em><br><strong>On Recruit:</strong> Tell your opponent a fun fact :) <br><br><em>- Strategic Wisdom -</em><br><strong>On Recruit:</strong> All your units Attack First this turn.,,,Brendan Head,55-15
1,2,2,Lucy,Mera,<em>- Cannot Die -</em><br>Treat this unit as though it doesn't exist for the purposes of damage allocation in combat.,,,Brendan Head,55-16
1,2,3,Lucy,Monster Factory,<em>- Distracting Aura -</em><br><strong>On Recruit:</strong> Choose an enemy unit. It does not attack this turn. ,,,Brendan Head,55-17
1,2,2,Lucy,Monster of the Week,<em>- Kick Some Ass -</em><br><strong>On Recruit:</strong> Roll 2d6. Add the number of friendly units in this Lane (including this) to the roll.<br>On 7+: This Attacks this turn.<br>On 10+: This Lane attacks this turn.,,,Brendan Head,55-18
1,3,2,Lucy,Judo Throw,<em>- Epic Slam -</em><br><strong>On Recruit:</strong> Move any unit (friendly or enemy) in this Lane to a different Lane. The unit takes 1 damage.,,,Brendan Head,55-19
6,0,2,Connor,Baby Wolf,,,Starting,Brendan Head,56-1
1,0,1,Connor,Red Wolf,<em>- Seeing Red -</em><br>This only attacks if it is a <strong>Blood Moon {MiniBattlesOld/Connor/BloodMoon.png}.</strong><br><br><em>- Blinded By Non-Blood Moonlight -</em><br><strong>Full Moon {MiniBattlesOld/Connor/FullMoon.png}:</strong> Loses a +1/+1 counter.<br><br><em>- Brooding -</em><br><strong>End of Turn:</strong> Gains a +1/+1 counter.,,"Full Moon {MiniBattlesOld/Connor/FullMoonTag.png}, Blood Moon {MiniBattlesOld/Connor/BloodMoonTag.png}",Brendan Head,56-2
1,0,2,Connor,Space Wolf,"<strong>On Recruit:</strong> Non-Wolves in this Lane don't attack this turn.<br><br><em>- Furry Arc(s) -</em><br>For each Wolf in this Lane, choose to flip a coin or roll a d6. Consult chart for outgoing or incoming Attack damage (resolve simultaneously like combat).",,,Brendan Head,56-3
1,0,0,Connor,Wolf Pack,"<em>- Pack Strength -</em><br><strong>On Recruit:</strong> Gain three +1/+1 counters in any combination on Wolves in this Lane.<br><br><em>- Wolves as One -</em><br>When you would lose HP, you may remove +1/+1 counters from Wolves instead.",,,Brendan Head,56-4
1,1,3,Connor,Archer Wolf,<strong>Blood Moon {MiniBattlesOld/Connor/BloodMoon.png}:</strong> Attacks all Lanes.,,Blood Moon {MiniBattlesOld/Connor/BloodMoonTag.png},Brendan Head,56-5
1,1,2,Connor,Buff Werewolf,<strong>Full Moon {MiniBattlesOld/Connor/FullMoon.png}:</strong> Gains a +1/+1 counter,,Full Moon {MiniBattlesOld/Connor/FullMoonTag.png},Brendan Head,56-6
1,1,2,Connor,Fenrir,{attacksLast:Attacks Last.}<br><br><em>- God Killer -</em><br>Deals targeted damage.,,,Brendan Head,56-7
1,1,4,Connor,Librarian Wolf,"<strong>On Recruit:</strong> Scry 2.<br><br><strong>Full Moon {MiniBattlesOld/Connor/FullMoon.png}:</strong> Draw up to 2 cards, then discard that same number of cards.",,Full Moon {MiniBattlesOld/Connor/FullMoonTag.png},Brendan Head,56-8
1,1,0,Connor,Moon Wolf,{action:Action}<br> This Lane attacks this turn. Gain 1 HP. You may trigger any Moon immediately.,Action,,Brendan Head,56-9
1,1,1,Connor,Sacrificial Wolf,"<strong>Start of Turn:</strong> May discard this Wolf to trigger a Moon without losing HP.<br><br>If you do, you may trigger the Moon effect of any Wolf twice.",,Full Moon {MiniBattlesOld/Connor/FullMoonTag.png},Brendan Head,56-10
1,1,2,Connor,Shy Wolf,"<strong>Full Moon {MiniBattlesOld/Connor/FullMoon.png}:</strong> You may trigger or copy the ""On Recruit"" or ""Full Moon {MiniBattlesOld/Connor/FullMoon.png}"" effect of another Wolf.",,,Brendan Head,56-11
1,1,3,Connor,Soothing Wolf,<strong>End of Turn:</strong> Gain 1 HP.<br><br><strong>Full Moon {MiniBattlesOld/Connor/FullMoon.png}:</strong> Also heal 1 damage from any Wolf.,,Full Moon {MiniBattlesOld/Connor/FullMoonTag.png},Brendan Head,56-12
1,1,2,Connor,Wolf Mother,<strong>On Recruit:</strong> Place a Baby Wolf in any Lane.<br><br><strong>Full Moon {MiniBattlesOld/Connor/FullMoon.png}:</strong> Place a Baby Wolf in any Lane.,,Full Moon {MiniBattlesOld/Connor/FullMoonTag.png},Brendan Head,56-13
1,2,1,Connor,Raging Wolf,"<strong>Full Moon {MiniBattlesOld/Connor/FullMoon.png}:</strong> Attacks twice this turn, with each attack into a different Lane.",,Full Moon {MiniBattlesOld/Connor/FullMoonTag.png},Brendan Head,56-14
1,2,2,Connor,Rytlock,<em>- Sohothin -</em><br><strong>Full Moon {MiniBattlesOld/Connor/FullMoon.png}:</strong> Also deals 1 damage to both adjacent Lanes.,,Full Moon {MiniBattlesOld/Connor/FullMoonTag.png},Brendan Head,56-15
1,2,1,Connor,Speed Wolf,<strong>On Recruit:</strong> Attacks this turn.<br><br><strong>Full Moon {MiniBattlesOld/Connor/FullMoon.png}:</strong> Attacks this turn. ,,Full Moon {MiniBattlesOld/Connor/FullMoonTag.png},Brendan Head,56-16
1,2,2,Connor,Supportive Wolf,<strong>Blood Moon {MiniBattlesOld/Connor/BloodMoon.png}:</strong> Choose a Wolf (can be this one) to Attack First this turn.,,Blood Moon {MiniBattlesOld/Connor/BloodMoonTag.png},Brendan Head,56-17
1,3,2,Connor,Vicious Wolf Who's Also Scared of Blood,<strong>Blood Moon {MiniBattlesOld/Connor/BloodMoon.png}:</strong> Does no damage.,,Blood Moon {MiniBattlesOld/Connor/BloodMoonTag.png},Brendan Head,56-18
1,4,4,Connor,Big Bad Wolf,<strong>On Recruit:</strong> Lose 2 HP.<br><br><em>- Big Body Blocking -</em><br>You must damage this before other Wolves in this Lane.<br><br><strong>End of Turn:</strong> Lose 1 HP.,,,Brendan Head,56-19
12,0,2,Christmas,Present,,,Starting,Brendan Head,57-1
1,0,0,Christmas,Christmas Spirit,<strong>On Recruit:</strong> Give a card from your hand to your opponent and let them place a Present in any Lane. Then this gains three +1/+1 counters and every other unit in all Lanes gain a +1/+1 counter.,,,Brendan Head,57-2
1,0,0,Christmas,Ghost of Christmas Present,{action:Action}<br> Gain 3 HP and heal all damage from friendly units in one Lane.,Action,,Brendan Head,57-3
1,0,0,Christmas,Ghost of Christmas Yet to Come,"{action:Action}<br> Gain up to three Presents. For each Present you choose to give to your opponent, Scry 2.<br>You may both place these Presents in any Lanes.",,,Brendan Head,57-4
1,0,1,Christmas,Unwrap,"Ignore this unit for damage allocation.<br><br>When a Present dies, gain 1 HP.",,,Brendan Head,57-5
1,1,3,Christmas,Boxing Day,<strong>On Recruit:</strong> Your opponent gains a Present with a +1/+1 counter in this Lane.<br><em>- Epic Sales -</em><br>All enemy units in all Lanes have their Attack Power reduced to 1 (if possible) while this is alive.<br><em>- Festive -</em><br><strong>Start of Combat:</strong> May choose to negate this ability gain a Present with a +1/+1 counter in this Lane.,,,Brendan Head,57-6
1,1,2,Christmas,Christmas Card,<em>- Label Gifts -</em><br><strong>On Recruit:</strong> All Presents in this Lane gain +1/+1 counters.,,,Brendan Head,57-7
1,1,1,Christmas,Christmas Tree,<strong>On Recruit:</strong> May move any number of Presents to this Lane.<br><br>This gains +1 Attack Power for each Present in this Lane.,,,Brendan Head,57-8
1,1,3,Christmas,Elf,<em>- Toy Crafter -</em><br><strong>On Recruit:</strong> Place a Present in any Lane.,,,Brendan Head,57-9
1,1,3,Christmas,Fireplace,<em>- Warming Aura -</em><br><strong>End of Turn:</strong> All friendly units in this Lane heal 1 damage.,,,Brendan Head,57-10
1,1,2,Christmas,Ghost of Christmas Past,<strong>On Recruit:</strong> Put a card from your discard pile back in your hand.,Action,,Brendan Head,57-11
1,1,2,Christmas,Gifting Season,<strong>On Recruit:</strong> This gains +1/+1 counters equal to the number of Presents you have in other Lanes and Attacks this turn.,,,Brendan Head,57-12
1,1,3,Christmas,Scrooge McGrinch,"<em>- Mischievous Maneuvers -</em><br><strong>On Recruit:</strong> Move an opponent's unit in any Lane to your side of the Lane.<br><br><em>- Enlightening Reformation -</em><br><strong>End of Turn:</strong> May return the opponent's unit to their side of the Lane. If you do, gain a Present in that Lane and 2 HP.",,,Brendan Head,57-13
1,1,1,Christmas,Sleigh,<em>- Millions of Houses in one night! -</em><br>{attacksFirst:Attacks First.}<br><br><em>- Advanced Chimney Finding Technology -</em><br>Deals targeted damage.,,,Brendan Head,57-14
1,1,1,Christmas,Wrapping,<em>- Accidental Scissors Cut -</em><br><strong>On Recruit:</strong> May lose 2 HP to place a Present in this Lane.<br><br><em>- Wrap Present -</em><br><strong>End of Turn:</strong> May discard a friendly unit to place a Christmas Present in any Lane.,,,Brendan Head,57-15
1,2,2,Christmas,Reindeer,"<em>- Sleigh Ride -</em><br><strong>On Recruit:</strong> May move another unit in this Lane to a different Lane. If you do, this also moves with it. ",,,Brendan Head,57-16
1,2,2,Christmas,Rudolph,<em>- Guiding Nose -</em><br>Friendly units in this Lane can attack any Lane.,,,Brendan Head,57-17
1,2,2,Christmas,Snowball Fight,<em>- Create Snowball -</em><br>{attacksLast:Attacks Last.}<br><br><em>- Throw Snowball -</em><br>Attacks both other Lanes.,,,Brendan Head,57-18
1,3,1,Christmas,Santa,<em>- Final Delivery</em> <strong>On Death:</strong> Place a Present in each Lane.,,,Brendan Head,57-19
6,0,2,Lazybones,Bone Boy,,,Starting,Brendan Head,58-1
1,0,1,Lazybones,Bone Strengthener,"<strong>End of Turn:</strong> If this was not placed this turn, gain three +1/+1 counters on any friendly units in any combination then discard this.",,,Brendan Head,58-2
1,0,2,Lazybones,Boney Absorber,<strong>On Death:</strong> This does not die and it gains three +1/+1 counters.,,,Brendan Head,58-3
1,0,4,Lazybones,Doctor Bones,This unit doesn't attack and +1/+1 counters are not removed when damaging it (place damage counters instead). <strong>End of Turn:</strong> Place a +1/+1 counter on this. Then you may remove all +1/+1 counters from this to heal 2 damage for each counter removed (healing can be from friendly units or your HP in any combination).,,,Brendan Head,58-4
1,0,3,Lazybones,Fast Bones,"{attacksFirst:Attacks First.}<br> <strong>On Recruit:</strong> Place a Bone Boy in this Lane. When a unit in this Lane dies, gain a +1/+1 counter on this.",,,Brendan Head,58-5
1,0,0,Lazybones,Full Skeleton,"{action:Action}<br> No friendly units attack this turn. Next turn, all Lanes attack for you, with an addtional 2 Attack Power in each Lane.",Action,,Brendan Head,58-6
1,0,4,Lazybones,Rib Cage,"Whenever you would damage this unit, place a damage counter and a +1/+1 counter. +1/+1 counters on this cannot be removed via combat damage.",,,Brendan Head,58-7
1,1,4,Lazybones,Bone Juicer,<strong>On Recruit:</strong> Takes 2 damage. <strong>End of Turn:</strong> Converts 2 damage tokens on this to a +1/+1 counter on any unit.,,,Brendan Head,58-8
1,1,4,Lazybones,Bone Structure,<strong>Start of Turn:</strong> All other friendly units in this Lane gain +1 Attack Power this turn.,,,Brendan Head,58-9
1,1,3,Lazybones,Funny Bone,<strong>On Recruit:</strong> The top card your opponent's deck is played to this Lane face down.<br><strong>Start of Turn:</strong> Flip the card face-up as if you had recruited it (this does not affect Lane attacks).,,,Brendan Head,58-10
1,1,4,Lazybones,Healing Bones,<strong>On Recruit:</strong> Lose 2 HP. Gain 1 HP for every 2 damage counters you put on units this turn,,,Brendan Head,58-11
1,1,6,Lazybones,Jimbones,"<strong>Start of Turn:</strong> Roll a d6. If the result is less than or equal to the number of damage counters on this, gain 1 HP and a +1/+1 counter on any unit.",,,Brendan Head,58-12
1,1,3,Lazybones,Kneebones,"<strong>Start of Turn:</strong> You may play your card this turn face down. If you do, ignore it for damage allocation this turn.<br><br><strong>End of Turn:</strong> Flip the card and give it a +1/+1 counter.",,,Brendan Head,58-13
1,1,2,Lazybones,Shin Bone Guard,<strong>Start of Turn:</strong> Your opponent does cannot play into this Lane. This Lane takes no damage this turn. This ability can only trigger once.,,,Brendan Head,58-14
1,2,2,Lazybones,Achille's Anke Bone,<strong>On Recruit:</strong> Move all your units to this Lane. <strong>End of Turn:</strong> Any other units in this Lane move to different Lanes.,,,Brendan Head,58-15
1,2,2,Lazybones,Bone Scryer,"<strong>On Recruit:</strong> Look at the top 2 cards of your deck and set them aside face-down. When you draw a card at the start of your turn, you may draw either of the 2 set-down cards or the top card of your deck.",,,Brendan Head,58-16
1,2,2,Lazybones,Elbownes,"<strong>Start of Combat:</strong> You may choose a friendly unit that would be attacking this turn. If you do, it doesn't attack this turn.<br><br><strong>End of Turn:</strong> The chosen unit gains a +1/+1 counter.",,,Brendan Head,58-17
1,2,2,Lazybones,Wide-Bones,"{attacksLast:Attacks Last.}<br> Attacks after every other unit, even other units that attack last. Attacks both other Lanes, but not this one.",,,Brendan Head,58-18
1,4,4,Lazybones,Wakey-Bones,This unit never attacks normally.<br><strong>On Death:</strong> Attacks,,,Brendan Head,58-19
10,0,2,Poker Players,Playing Card,,,Starting,Brendan Head,59-1
1,0,3,Poker Players,Ace of Spades,"<em>- Death Card -</em><br><strong>On Recruit:</strong> Discard an opponent's unit, losing HP equal to the amount of damage that would be required to kill it.<br><em>- High or Low -</em><br>You may choose this card to enter with either two damage counters and one +1/+1 counter or with no counters.",,,Brendan Head,59-2
1,0,0,Poker Players,Pair,"<strong>On Recruit:</strong> This becomes a copy of another friendly unit in this Lane. This has the same Attack Power, Defence and Abilities as the copied card.",,,Brendan Head,59-3
1,0,0,Poker Players,Raise,"{action:Action}<br> Choose a Lane. Your opponent must choose to Call or Fold. If they Call, friendly units in your chosen Lane attack this turn with double Attack Power. Your opponent also chooses a Lane that their units will attack this turn with double Attack Power in. If they Fold, you gain one of their units in your chosen Lane.",Action,,Brendan Head,59-4
1,0,0,Poker Players,Royal Flush,{action:Action}<br> <em>- 10 -</em><br>Gain 2 HP.<br><em>- Royals -</em><br>Gain a playing Card in each Lane.<br><em>- Ace -</em><br>One of the playing cards gains a +1/+1 counter.,Action,,Brendan Head,59-5
1,0,0,Poker Players,Straight Flush,<strong>On Recruit:</strong> Gains five +1/+1 counters.<br><strong>End of Turn:</strong> This takes 1 damage.,,,Brendan Head,59-6
1,1,3,Poker Players,Burn Card,"<strong>On Recruit:</strong> Scry 2. You may then discard this unit to play the top card of your deck into this Lane. If you do, lose 1 HP.",,,Brendan Head,59-7
1,1,2,Poker Players,Community Cards,"<em>- Flop -</em><br><strong>On Recruit:</strong> Gain 3 HP.<br><em>- Turn -</em><br><strong>End of Turn:</strong> If played this turn, gains a +1/+1 counter.<br><em>- River -</em><br><strong>Start of Turn:</strong> Heal 1 damage on any unit.",,,Brendan Head,59-8
1,1,5,Poker Players,Five of a Kind,<em>- Nobody likes a cheater -</em><br>{attacksLast:Attacks Last.}<br> You must damage this first in this lane.<br><br><em>- Extra Card Smuggled In -</em><br><strong>On Recruit:</strong> place a Playing Card in this Lane.,,,Brendan Head,59-9
1,1,2,Poker Players,Flush,"<strong>On Recruit:</strong> A unit in each Lane gains a +1/+1 counter. If a Lane is empty, place a token 0/0 unit with a +1/+1 counter on it instead.",,,Brendan Head,59-10
1,1,4,Poker Players,Four of a Kind,"<strong>On Recruit:</strong> Move this to a 4th Lane. While this Alive, both players can use this Lane.<br><strong>On Death:</strong> Move all units in this Lane into different Lanes of your choice.",,,Brendan Head,59-11
1,1,2,Poker Players,"Small Blind, Big Blind","<strong>On Recruit:</strong> Opponent deals 1 targeted damage in this Lane, then you deal up to 2 targeted damage in any combination in any Lane(s).",,,Brendan Head,59-12
1,1,2,Poker Players,Straight,<em>- Sequential -</em><br><em>- 1 -</em><br>Place a +1/+1 counter on a unit in a Lane<br><em>- 2 -</em><br>Place a Playing Card in the next Lane.<br><em>- 3 -</em><br>Place a Playing Card with a +1/+1 counter in the next Lane after that.,,,Brendan Head,59-13
1,2,2,Poker Players,Ante,"<strong>On Recruit:</strong> Both you and opponent lose 2 HP. If an opponent's unit dies in this combat, gain 4 HP.",,,Brendan Head,59-14
1,2,3,Poker Players,Bluff,"After selecting this card to play, play it face-down in a Lane and a put a face-down Playing Card in the other two Lanes.<br><strong>On Recruit:</strong> Your opponent must decide which Lane they think this card is in. Then discard the face-down Playing Cards and flip this. If opponent correctly guessed, they gain 2 HP. Otherwise, this Attacks this turn.",,,Brendan Head,59-15
1,2,3,Poker Players,Full House,"<strong>Start of Combat:</strong> If you have at least 2 other units in this Lane, this unit swaps stats for this combat.",,,Brendan Head,59-16
1,2,2,Poker Players,Two Pair,"<strong>On Recruit:</strong> Choose another friendly unit in any Lane.<br>For this turn, choose - its Attack Power becomes equal to its Defence or its Defence becomes equal to its Attack Power.",,,Brendan Head,59-17
1,3,1,Poker Players,Three of a Kind,<strong>On Recruit:</strong> Place a Playing Card with 2 damage counters and three +1/+1 counters on it in another Lane.,,,Brendan Head,59-18
1,4,1,Poker Players,High Card Kicker,{attacksLast:Attacks Last.}<br> This unit can only Attack if there is at least one other friendly unit in this Lane.,,,Brendan Head,59-19
5,0,2,Superheroes,Innocent Civilian,,,Starting,Brendan Head,60-1
1,0,0,Superheroes,Death Pool,<em>- Meta Knowledge -</em><br>You can play this card as a copy of any card that exists in Mini Battles.,,,Brendan Head,60-2
1,0,2,Superheroes,Eagle-Eye,{attacksLast:Attacks Last.}<br><em>- Choose Arrow -</em><br><strong>Start of Combat:</strong> Choose - Either when this attacks it this deals 2 damage on any 1 unit of your choice in any Lane or it deals 1 damage to each Lane.,,,Brendan Head,60-3
1,0,4,Superheroes,The Big Green,"When you damage this unit, do not remove +1/+1 counters but instead place damage counters.<br><em>- Get Angry -</em><br>When you place damage counters on this, also place a +1/+1 counter as well.",,,Brendan Head,60-4
1,0,0,Superheroes,Zach Snyder,<em>- Justice Is Grey -</em><br>{action:Action}<br> All damage counters on all units in all Lanes are replaced with +1/+1 counters.,Action,,Brendan Head,60-5
1,1,1,Superheroes,Ants! Ant Guy!,"<em>- Enlarge -</em><br><strong>Start of Combat:</strong> May choose this to gain 3 Attack Power this combat. If you do, this takes 1 damage at end of turn.",,,Brendan Head,60-6
1,1,1,Superheroes,Bat Guy,"<em>- Tragic Backstory -</em><br><strong>On Recruit:</strong> Place two Innocent Civilians in this Lane. Then both take 2 damage.<br><em>- Study for Contingency -</em><br>Whenever a friendly unit is placed in this Lane, this gains a +1/+1 counter. ",,,Brendan Head,60-7
1,1,2,Superheroes,Colonel America,<em>- Shield of Vibratinium -</em><br>The first point of Attack damage you receive in this Lane each turn is redirected back to your opponent.,,,Brendan Head,60-8
1,1,2,Superheroes,Dare Demon,"Attacks First, Attacks normally and Attacks Last each Combat.<br><em>- Blind Fighting -</em><br>When this attacks, roll a dice to determine which Lane it attacks into.",,,Brendan Head,60-9
1,1,2,Superheroes,Iron Guy,<em>- Fire Missiles -</em><br><strong>On Recruit:</strong> Deal 1 Attack damage in both other Lanes.,,,Brendan Head,60-10
